Vernier Format 2
Sin título.cmbl 8/09/2026 13:48:56 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.1	0.6517	-0.0355386111111	0.286873449074	-0.13962634016	-1.45444104333	-1.11264739815
0.2	0.6446685	-0.00169118055556	0.229353460648	-0.279252680319	-1.54897971114	-1.32354134943
0.3	0.6515285	0.0183219166667	0.168709155093	-0.436332312999	-1.69296937443	-1.53968744892
0.4	0.6515285	0.0146251388889	0.246625204475	-0.610865238198	-1.89077335633	-1.42979634787
0.5	0.6491275	0.0579765277778	0.404569293981	-0.820304748437	-2.03621746066	-0.762100172611
0.6	0.661647	0.114428611111	0.399523541667	-1.02974425868	-2.0556100079	0.0150830923021
0.7	0.675024	0.14706125	0.303300925926	-1.23918376892	-1.99258422936	0.347449804796
0.8	0.691831	0.170309027778	0.234489197531	-1.43116998664	-1.91016590357	-0.0754154615059
0.9	0.7094955	0.1877925	0.216015895062	-1.60570291183	-1.97319168212	-0.828223371896
1	0.728189	0.214136805556	0.185844598765	-1.81514242207	-2.13802833369	-1.01541532099
1.1	0.7523705	0.236431805556	0.0483931712963	-2.04203522483	-2.23499106992	-0.604670396717
1.2	0.7784385	0.229524166667	-0.144425231481	-2.26892802759	-2.25923175397	-0.102349554901
1.3	0.800219	0.200702638889	-0.27823757716	-2.49582083035	-2.24468734354	0.290888208666
1.4	0.8185695	0.167307777778	-0.341491435185	-2.72271363311	-2.18166156499	0.42825208498
1.5	0.8340045	0.12991125	-0.366554783951	-2.93215314335	-2.12348392326	0.180458425747
1.6	0.8446375	0.0919906944444	-0.368619135802	-3.14159265359	-2.12348392326	-0.31512889272
1.7	0.852012	0.0567855555556	-0.377194135802	-3.35103216383	-2.19135783861	-0.781088708455
1.8	0.856128	0.0195319444444	-0.412089621914	-3.57792496659	-2.29316871165	-1.0463895284
1.9	0.8566425	-0.0248675	-0.450928549383	-3.80481776935	-2.43376467917	-0.887478377365
2	0.851669	-0.0741261111111	-0.453270794753	-4.06661715715	-2.5355755522	-0.0848423941935
2.1	0.8415505	-0.120383472222	-0.406214158951	-4.32841654495	-2.47254977366	0.895558605383
2.2	0.82663	-0.1569225	-0.340485725309	-4.57276264023	-2.29316871165	1.25243534287
2.3	0.80948	-0.185982222222	-0.292158719136	-4.78220215046	-2.14772460732	0.832263485904
2.4	0.789586	-0.214327361111	-0.247563425926	-4.9916416607	-2.10893951283	0.11446989693
2.5	0.766605	-0.239623611111	-0.163454320988	-5.20108117094	-2.12833206007	-0.611403920065
2.6	0.7403655	-0.251533333333	-0.0326326388889	-5.41052068118	-2.2301429331	-1.25647545688
2.7	0.7146405	-0.245006805556	0.102092785494	-5.63741348394	-2.42406840555	-1.36017171645
2.8	0.691488	-0.233430555556	0.265573572531	-5.89921287174	-2.57436064669	-0.659885288177
2.9	0.6659345	-0.197701388889	0.474324537037	-6.16101225954	-2.61314574118	0.64507153681
3	0.6494705	-0.135485	0.637937654321	-6.44026493986	-2.45315722641	1.98638938788
3.1	0.637294	-0.0574525	0.666309259259	-6.66715774262	-2.13318019688	2.46985636432
3.2	0.6388375	0.0118620833333	0.551962692901	-6.85914396034	-1.87138080908	1.97696245519
3.3	0.6426105	0.0534508333333	0.424277237654	-7.03367688554	-1.70169602069	0.969627362218
3.4	0.650328	0.0857023611111	0.39038746142	-7.19075651822	-1.65321465258	-0.304355255363
3.5	0.658217	0.127672222222	0.401344405864	-7.3478361509	-1.77926620967	-1.37633217248
3.6	0.67571	0.171976388889	0.372311149691	-7.53982236862	-1.98773609255	-1.85306562557
3.7	0.6947465	0.199606944444	0.352646875	-7.74926187885	-2.18166156499	-1.93521461043
3.8	0.7136115	0.241767361111	0.314152006173	-7.97615468161	-2.37558703744	-1.86653267227
3.9	0.7431095	0.278163472222	0.123225925926	-8.22050077689	-2.58405692031	-1.45713445267
4	0.773122	0.275638611111	-0.157618557099	-8.49975345721	-2.71495661421	-0.615444034075
4.1	0.8010765	0.240624027778	-0.386946875	-8.77900613753	-2.69556406697	0.114469896928
