Vernier Format 2
Sin título.cmbl 8/09/2026 13:38:24 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.1	0.6364365	-0.0459238888889	0.378631242284	-0.15707963268	-1.9683435453	-0.671197607403
0.2	0.629748	-0.0136009027778	0.450622866512	-0.349065850399	-2.03136932385	-0.738802181824
0.3	0.6292335	0.0363294166667	0.5296134375	-0.558505360638	-2.10603063074	-0.81287093866
0.4	0.635579	0.0979455555556	0.553631377315	-0.767944870878	-2.19620597543	-0.830108758433
0.5	0.649299	0.158399305556	0.466738043981	-0.994837673637	-2.30771312208	-0.502051500883
0.6	0.669536	0.19551	0.324743719136	-1.23918376892	-2.32225753251	0.0476733453089
0.7	0.689087	0.221187361111	0.195107716049	-1.46607657168	-2.26892802759	0.304355255364
0.8	0.714812	0.234002222222	0.0742637345679	-1.69296937443	-2.21559852267	0.126590238956
0.9	0.7372785	0.232144305556	-0.0136829475309	-1.90240888467	-2.22529479629	-0.191232063105
1	0.760431	0.232668333333	-0.116622646605	-2.12930168743	-2.30771312208	0.0377077307526
1.1	0.7852985	0.21566125	-0.271422569444	-2.37364778271	-2.28832057484	0.950773496843
1.2	0.80605	0.174834722222	-0.383810648148	-2.60054058547	-2.12348392326	1.8786530143
1.3	0.820799	0.127195833333	-0.380859683642	-2.80998009571	-1.84229198822	2.0119767766
1.4	0.83006	0.0922288888889	-0.306622415123	-2.96705972839	-1.59988514766	0.887478377364
1.5	0.838292	0.0679330555556	-0.246372453704	-3.10668606855	-1.59988514766	-0.878051444676
1.6	0.8432655	0.0482105555556	-0.240920447531	-3.26376570123	-1.84229198822	-1.97561575052
1.7	0.848239	0.0250580555556	-0.291960223765	-3.47320521147	-2.11863578645	-1.80458425746
1.8	0.8494395	-0.00952777777778	-0.353480555556	-3.70009801423	-2.2737761644	-0.851117351281
1.9	0.8466955	-0.0489727777778	-0.383559220679	-3.94444410951	-2.26407989078	-0.0269340933947
2	0.8394925	-0.0884654166667	-0.380647955247	-4.15388361975	-2.22044665948	0.311088778712
2.1	0.8292025	-0.128291527778	-0.33075945216	-4.38077642251	-2.22044665948	0.795902459822
2.2	0.813596	-0.162115138889	-0.205045717593	-4.60766922527	-2.11378764964	1.68338083719
2.3	0.794731	-0.17364375	-0.0486842978395	-4.8171087355	-1.87138080908	2.33383919267
2.4	0.776552	-0.163401388889	0.0172293981481	-4.9916416607	-1.54655564274	1.90424040302
2.5	0.762146	-0.154159444444	-0.0697777391975	-5.11381470834	-1.36717458073	0.238366726545
2.6	0.7489405	-0.174548888889	-0.183224459877	-5.23598775598	-1.4835298642	-1.58103128229
2.7	0.728189	-0.204323194444	-0.164539429012	-5.39306738866	-1.79381062011	-2.27727759654
2.8	0.7067515	-0.220949166667	-0.00312299382716	-5.6025068989	-2.0556100079	-1.5716043496
2.9	0.6813695	-0.209134722222	0.214123572531	-5.81194640914	-2.19620597543	0.307048664703
3	0.663019	-0.173215	0.383387191358	-6.05629250442	-2.10893951283	3.25094507277
3.1	0.645869	-0.126100138889	0.47292183642	-6.28318530718	-1.5271630955	5.74908223516
3.2	0.636608	-0.0679806944444	0.444576697531	-6.3879050623	-0.698131700798	5.55919687672
3.3	0.63455	-0.0303459722222	0.331315239198	-6.3879050623	-0.184229198822	2.82269298779
3.4	0.6309485	-0.00190555555556	0.206898341049	-6.3879050623	-0.0921145994108	-0.735300749682
3.5	0.6347215	0.0156255555556	0.0648947530864	-6.3879050623	-0.319977029532	-4.30137471518
3.6	0.6381515	-0.000333472222222	0.0531967592593	-6.40535835482	-1.02295686714	-6.72813653006
3.7	0.632835	0.00204847222222	0.268947993827	-6.5624379875	-1.97803981893	-6.03054351114
3.8	0.633178	0.0543083333333	0.492281751543	-6.85914396034	-2.42406840555	-3.36406826503
3.9	0.6436395	0.114714444444	0.586289158951	-7.0860367631	-2.48709418409	-1.88134642364
4	0.6563305	0.177264305556	0.590139969136	-7.33038285838	-2.69071593016	-1.40326626588
