Vernier Format 2
Sin título.cmbl 8/09/2026 13:49:42 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.05	0.664734	-0.144250555556	0.168408765432	-0.0698131700798	-1.84229198822	-2.07823464636
0.1	0.6573595	-0.138152777778	0.227152808642	-0.157079632679	-1.95379913487	-1.73563297838
0.15	0.6501565	-0.123708666667	0.290724259259	-0.261799387799	-2.05367075318	-0.948618769373
0.2	0.6450115	-0.109188333333	0.358540864198	-0.366519142919	-2.07500255515	0.348527168532
0.25	0.639009	-0.0884177777778	0.444957808642	-0.471238898038	-2.03621746066	2.01951832276
0.3	0.6360935	-0.0649794444444	0.53638212963	-0.575958653158	-1.87138080908	3.48419432157
0.35	0.6323205	-0.036015	0.632697376543	-0.663225115758	-1.61927769491	3.54991350946
0.4	0.6319775	0.00181027777778	0.635979166667	-0.733038285838	-1.45444104333	2.39713431215
0.45	0.632492	0.0371583333333	0.455004320988	-0.802851455917	-1.3962634016	1.39518603786
0.5	0.6367795	0.0518311111111	0.193519753086	-0.872664625997	-1.35747830711	1.04504282372
0.55	0.638666	0.0473530555556	0.0933192901235	-0.942477796077	-1.27021184451	0.350143214133
0.6	0.640724	0.0537366666667	0.145827932099	-0.994837673637	-1.27990811813	-1.00194827429
0.65	0.643811	0.0647888888889	0.185262345679	-1.06465084372	-1.3962634016	-1.85306562557
0.7	0.6477555	0.0697433333333	0.272653240741	-1.1344640138	-1.52231495868	-1.66452697181
0.75	0.649985	0.0889894444444	0.395138117284	-1.2217304764	-1.57079632679	-1.20664738409
0.8	0.656159	0.116334166667	0.38973904321	-1.29154364648	-1.60958142128	-1.22819465881
0.85	0.662333	0.132531388889	0.295202314815	-1.37881010908	-1.70654415751	-1.04504282372
0.9	0.6697075	0.142440277778	0.242111419753	-1.46607657168	-1.73563297837	-0.511747774505
0.95	0.6762245	0.156350833333	0.195001851852	-1.55334303427	-1.74532925199	-0.150830923015
1	0.685657	0.164068333333	0.119361882716	-1.64060949687	-1.74532925199	0.150830923006
1.05	0.69286	0.1672125	0.0691822530864	-1.72787595947	-1.73563297837	0.506360955822
1.1	0.702464	0.168641666667	0.0646300925926	-1.81514242207	-1.70654415751	0.996561455616
1.15	0.709667	0.171023611111	0.107505092593	-1.90240888467	-1.60958142128	0.964240543544
1.2	0.7190995	0.18179	0.101947222222	-1.97222205475	-1.58049260042	0.323209120742
1.25	0.728189	0.18522	0.023237191358	-2.05948851735	-1.58049260042	-0.323209120738
1.3	0.737793	0.18522	-0.0685470679012	-2.12930168743	-1.60958142128	-0.964240543538
1.35	0.747397	0.173215	-0.0652652777778	-2.21656815003	-1.70654415751	-1.00194827429
1.4	0.7544285	0.173024444444	0.0432455246914	-2.30383461263	-1.73563297837	-0.554842323937
1.45	0.764204	0.181980555556	0.0810919753086	-2.39110107523	-1.74532925199	-0.414785038285
1.5	0.773122	0.183790833333	0.0648947530864	-2.47836753783	-1.75502552562	-0.743380977706
1.55	0.782383	0.188459444444	0.0330296296296	-2.56563400043	-1.79381062011	-1.56756423559
1.6	0.7921585	0.188554722222	-0.0287421296296	-2.65290046303	-1.91986217719	-2.26785066385
1.65	0.8014195	0.185124722222	-0.0858029320988	-2.75762021815	-2.0556100079	-2.39713431215
1.7	0.8106805	0.180170277778	-0.151915123457	-2.86233997327	-2.1428764705	-2.6934093395
1.75	0.8195985	0.171118888889	-0.24179382716	-2.96705972839	-2.30771312208	-3.08664710306
1.8	0.828002	0.156827222222	-0.34771095679	-3.08923277603	-2.52103114177	-2.27323748254
1.85	0.835548	0.136247222222	-0.447752623457	-3.22885911619	-2.56951250988	-0.915759175429
1.9	0.8418935	0.110045833333	-0.506666049383	-3.35103216383	-2.53072741539	-0.921145994107
1.95	0.846524	0.0834633333333	-0.523127932099	-3.47320521147	-2.62769015161	-1.52985650484
2	0.8501255	0.0582147222222	-0.540066203704	-3.61283155163	-2.74404543508	-1.10968464788
2.05	0.8525265	0.0300125	-0.56123904321	-3.75245789179	-2.77313425595	0.0377077307531
